address,isHostedBySuperhost,name,numberOfGuests,pricing/rate/amountFormatted,primaryHost/badges/0,primaryHost/badges/1,primaryHost/firstName,primaryHost/memberSince,primaryHost/responseRate,primaryHost/smartName,roomType,url
"Rawalpindi, Punjab, Pakistan",No,Executive 1Bed Apt in Bahria heights|Self Check in,4.0,$34,273 Reviews,Identity verified,Ahmed,Joined in September 2017,1.0,Ahmed,Entire place,https://www.airbnb.com/rooms/50208479
"Lahore, Punjab, Pakistan",No,Executive 2Bedrooms Suite with Underground Parking,4.0,$33,105 Reviews,Identity verified,Syed muhammad shabi,Joined in March 2019,1.0,Syed Muhammad Shabi,Entire place,https://www.airbnb.com/rooms/51069999
"Islamabad, Islamabad Capital Territory, Pakistan",No,Executive Apartment in I-10/3,3.0,$80,8 Reviews,Identity verified,Mahmoud,Joined in January 2014,1.0,Mahmoud,Entire place,https://www.airbnb.com/rooms/11043384
"Karachi, Sindh, Pakistan",No,Executive Apartment Next to Beach,4.0,$33,119 Reviews,Identity verified,Uzair,Joined in August 2019,0.99,Uzair,Entire place,https://www.airbnb.com/rooms/54348661
"Karachi, Sindh, Pakistan",No,Executive Beach View Apartment,4.0,$40,193 Reviews,Identity verified,Haisam,Joined in November 2017,1.0,Haisam,Entire place,https://www.airbnb.com/rooms/54189248
"Islamabad, Islamabad Capital Territory, Pakistan",No,Executive Bedroom with all essentials.,4.0,$40,418 Reviews,Identity not verified,Riff,Joined in April 2018,1.0,Riff,Private room,https://www.airbnb.com/rooms/39431711
"Lahore, Punjab, Pakistan",No,Executive Class 2 Bed Furnished Apartment,4.0,$46,158 Reviews,Identity verified,Humayun,Joined in November 2019,1.0,Humayun,Entire place,https://www.airbnb.com/rooms/41367479
"Karachi, Sindh, Pakistan",No,Executive Family Suite at Four Square by WI Hotels,3.0,$51,5 Reviews,Identity verified,Muhammad,Joined in June 2020,0.8,Muhammad,Private room,https://www.airbnb.com/rooms/47214219
"Lahore, Punjab, Pakistan",No,Executive Flat with Airy Rooms For with Good Rates,2.0,$23,0 Reviews,Identity not verified,Ali,Joined in June 2021,0.0,Ali,Private room,https://www.airbnb.com/rooms/50734879
"Islamabad, Islamabad Capital Territory, Pakistan",No,Executive Galaxy Guest house Islamabad,16.0,$26,0 Reviews,Identity not verified,Israr,Joined in January 2018,0.0,Israr,Private room,https://www.airbnb.com/rooms/42661949
"Lahore, Punjab, Pakistan",No,Executive Palace Gest House,3.0,$23,0 Reviews,Identity not verified,Salakheen,Joined in July 2019,0.0,Salakheen,Private room,https://www.airbnb.com/rooms/41042802
"Lahore, Punjab, Pakistan",Yes,Executive Room - Johar Town - Lahore,2.0,$17,194 Reviews,Identity verified,Muhammad nauman,Joined in September 2018,1.0,Muhammad Nauman,Private room,https://www.airbnb.com/rooms/33337363
"Islamabad, Islamabad Capital Territory, Pakistan",Yes,Executive room in a 3B apt w/ calm vibes & views,2.0,$23,9 Reviews,Identity verified,Maria,Joined in February 2016,0.9,Maria,Private room,https://www.airbnb.com/rooms/22817651
"Karachi, Sindh, Pakistan",No,Executive Suite in the  of  DHA,3.0,$57,186 Reviews,Identity verified,Muhammad feroz,Joined in June 2021,0.96,Muhammad Feroz,Entire place,https://www.airbnb.com/rooms/54354331
"Islamabad, Islamabad Capital Territory, Pakistan",No,Executive Travel and lodges,2.0,$68,1 Review,Identity verified,Executive travel &,Joined in July 2017,0.0,Executive Travel &,Private room,https://www.airbnb.com/rooms/29532384
"Islamabad, Islamabad Capital Territory, Pakistan",No,Executive Travel and lodges.. Stay with us.,2.0,$57,1 Review,Identity verified,Executive travel &,Joined in July 2017,0.0,Executive Travel &,Private room,https://www.airbnb.com/rooms/30703817
"Karachi, Sindh, Pakistan",No,Executive Triple Twin at Four Square by WI Hotels,3.0,$51,5 Reviews,Identity verified,Muhammad,Joined in June 2020,0.8,Muhammad,Private room,https://www.airbnb.com/rooms/47213770
"Rawalpindi, Punjab, Pakistan",Yes,Executive: The Most Luxurious2BHK with Betak/Hujra,8.0,$78,499 Reviews,Identity verified,Jawad,Joined in September 2017,0.99,Jawad,Entire place,https://www.airbnb.com/rooms/53618969
"Lahore, Punjab, Pakistan",No,Experience can’t get any better,2.0,$19,1 Review,Identity verified,Hassan,Joined in July 2020,0.5,Hassan,Private room,https://www.airbnb.com/rooms/44451968
"Karachi, Sindh, Pakistan",No,Experienced services with strong flexible team,3.0,$42,0 Reviews,Identity verified,The guest,Joined in January 2020,0.0,The Guest,Private room,https://www.airbnb.com/rooms/48545396
"Lahore, Punjab, Pakistan",No,EXPLORE LAHORE IN PAKISTAN THE HEART OF LAHORE.,2.0,$37,0 Reviews,Identity not verified,Akif,Joined in March 2018,0.0,Akif,Private room,https://www.airbnb.com/rooms/35656215
"Rawalpindi, Punjab, Pakistan",Yes,Explore. Enjoy. Live - Private Room 1,4.0,$51,47 Reviews,Identity verified,Saadiah,Joined in December 2020,1.0,Saadiah,Private room,https://www.airbnb.com/rooms/47113995
"Rawalpindi, Punjab, Pakistan",Yes,Explore. Enjoy. Live - Private Room 2,4.0,$53,47 Reviews,Identity verified,Saadiah,Joined in December 2020,1.0,Saadiah,Private room,https://www.airbnb.com/rooms/47114668
"Rawalpindi, Punjab, Pakistan",Yes,Explore. Enjoy. Live - Private Room 3,4.0,$51,47 Reviews,Identity verified,Saadiah,Joined in December 2020,1.0,Saadiah,Private room,https://www.airbnb.com/rooms/47115006
"Rawalpindi, Punjab, Pakistan",Yes,Explore. Enjoy. Live - Private Room 4,4.0,$51,47 Reviews,Identity verified,Saadiah,Joined in December 2020,1.0,Saadiah,Private room,https://www.airbnb.com/rooms/47115179
"Islamabad, Islamabad Capital Territory, Pakistan",Yes,"Exquisite Rooms F-7 Islamabad, English Home R#101",2.0,$29,250 Reviews,Identity verified,Sarah,Joined in January 2021,1.0,Sarah,Private room,https://www.airbnb.com/rooms/47914685
"Islamabad, Islamabad Capital Territory, Pakistan",Yes,"Exquisite Rooms F-7 Islamabad, English Home R#104",2.0,$26,250 Reviews,Identity verified,Sarah,Joined in January 2021,1.0,Sarah,Private room,https://www.airbnb.com/rooms/48407727
"Islamabad, Islamabad Capital Territory, Pakistan",No,F-10 markaz pak tower studio flat WiFi Netflix,2.0,$45,25 Reviews,Identity verified,Anil,Joined in September 2017,1.0,Anil,Entire place,https://www.airbnb.com/rooms/49059107
"Islamabad, Islamabad Capital Territory, Pakistan",No,F-11 markaz near gloria jeans wifi+netflix,4.0,$52,0 Reviews,Identity verified,Khurram,Joined in July 2019,1.0,Khurram,Entire place,https://www.airbnb.com/rooms/49210571
"Islamabad, Islamabad Capital Territory, Pakistan",No,"F/11/1 posh area,,1 Bedroom (Leo Apartments)Isb",3.0,$72,3 Reviews,Identity verified,Bilal,Joined in November 2019,0.0,Bilal,Entire place,https://www.airbnb.com/rooms/41443487
"Islamabad, Islamabad Capital Territory, Pakistan",No,F11 rocks,3.0,$57,0 Reviews,Identity not verified,Chilli,Joined in April 2019,0.0,Chilli,Entire place,https://www.airbnb.com/rooms/34209767
"Lahore, Punjab, Pakistan",No,Facing Golf course 2.5 kanal Villa with 4k theatre,3.0,$46,8 Reviews,Identity verified,Muzana,Joined in October 2017,0.9,Muzana,Private room,https://www.airbnb.com/rooms/50534128
"Islamabad, Islamabad Capital Territory, Pakistan",Yes,Family 2BHK G Parking Netflix WiFi UhdTv Kitchen,5.0,$43,150 Reviews,Identity verified,Murtaza,Joined in October 2020,1.0,Murtaza,Entire place,https://www.airbnb.com/rooms/48139201
"Islamabad, Islamabad Capital Territory, Pakistan",Yes,"Family 3BHK unit, Prking/Kitchen/Udhd 42""/Netflix/",6.0,$39,87 Reviews,Identity verified,Umer,Joined in December 2018,0.93,Umer,Entire place,https://www.airbnb.com/rooms/53651287
"Lahore, Punjab, Pakistan",No,Family Accommodation AlBurhan Express Hotel Lahore,4.0,$46,1 Review,Identity verified,Zaheer,Joined in June 2019,0.0,Zaheer,Private room,https://www.airbnb.com/rooms/36613416
"Karachi, Sindh, Pakistan",No,Family apartment near sea side,2.0,$19,193 Reviews,Identity verified,Haisam,Joined in November 2017,0.0,Haisam,Entire place,https://www.airbnb.com/rooms/24764678
"Islamabad, Islamabad Capital Territory, Pakistan",No,Family apartment with secured parking,4.0,$63,0 Reviews,Identity not verified,Muhammad,Joined in April 2021,0.0,Muhammad,Entire place,https://www.airbnb.com/rooms/49270076
"Rawalpindi, Punjab, Pakistan",No,"Family Cottage with Heater,AC, Washroom, Parking",3.0,$16,5 Reviews,Identity verified,Owais,Joined in April 2018,1.0,Owais,Entire place,https://www.airbnb.com/rooms/54260351
"Lahore, Punjab, Pakistan",Yes,Family Friendly with car parking,2.0,$34,20 Reviews,Identity verified,Aliya,Joined in December 2015,1.0,Aliya,Private room,https://www.airbnb.com/rooms/52560766
"Lahore, Punjab, Pakistan",No,Family Guest House Johar Town,2.0,$21,1 Review,Identity verified,Umer,Joined in November 2020,0.14,Umer,Private room,https://www.airbnb.com/rooms/53470890
"Lahore, Punjab, Pakistan",No,Family Hotel Johar Town,2.0,$22,1 Review,Identity verified,Umer,Joined in November 2020,0.14,Umer,Private room,https://www.airbnb.com/rooms/53143070
"Islamabad, Islamabad Capital Territory, Pakistan",No,"Family Luxury 2BHK | Nayatel, Best Location in E11",4.0,$40,11 Reviews,Identity verified,Ahmer,Joined in December 2019,1.0,Ahmer,Entire place,https://www.airbnb.com/rooms/53075397
"Karachi, Sindh, Pakistan",No,Family Suite at Four Square by WI Hotels,3.0,$51,5 Reviews,Identity verified,Muhammad,Joined in June 2020,0.8,Muhammad,Private room,https://www.airbnb.com/rooms/47062437
"Lahore, Punjab, Pakistan",No,Famliy room,2.0,$34,0 Reviews,Identity verified,Asif,Joined in December 2019,0.0,Asif,Entire place,https://www.airbnb.com/rooms/44365864
"Lahore, Punjab, Pakistan",No,Farm Living in the Heart of Lahore,2.0,$54,0 Reviews,Identity not verified,Muhamamd haseeb,Joined in March 2020,0.0,Muhamamd Haseeb,Private room,https://www.airbnb.com/rooms/50044954
"Lahore, Punjab, Pakistan",No,Farmhouse for Rent,6.0,$59,0 Reviews,Identity not verified,Zohad,Joined in November 2021,0.0,Zohad,Entire place,https://www.airbnb.com/rooms/53510496
"Rawalpindi, Punjab, Pakistan",No,Fary's Studio Apartment,2.0,$48,3 Reviews,Identity verified,Faryal,Joined in January 2022,1.0,Faryal,Entire place,https://www.airbnb.com/rooms/54387540
"Islamabad, Islamabad Capital Territory, Pakistan",No,Feel at home,4.0,$47,38 Reviews,Identity verified,Mahmood,Joined in January 2019,1.0,Mahmood,Entire place,https://www.airbnb.com/rooms/31402307
"Karachi, Sindh, Pakistan",No,"Feel it your,s",2.0,$30,0 Reviews,Identity not verified,Ubaid,Joined in February 2019,0.0,Ubaid,Private room,https://www.airbnb.com/rooms/32436211
"Lahore, Punjab, Pakistan",No,Few Steps from main Road and Commercial Markets,2.0,$23,0 Reviews,Identity not verified,Babar,Joined in June 2019,0.0,Babar,Private room,https://www.airbnb.com/rooms/35681432
"Islamabad, Islamabad Capital Territory, Pakistan",Yes,FF-101 A Lovely Bedroom with all amenities.,2.0,$14,111 Reviews,Identity verified,Dr midrar,Joined in January 2022,1.0,Dr MIDRAR,Private room,https://www.airbnb.com/rooms/54381246
"Islamabad, Islamabad Capital Territory, Pakistan",Yes,FF-102 A Lovely Bedroom with all amenities.,2.0,$14,111 Reviews,Identity verified,Dr midrar,Joined in January 2022,1.0,Dr MIDRAR,Private room,https://www.airbnb.com/rooms/54381269
"Islamabad, Islamabad Capital Territory, Pakistan",Yes,FF-103 A Lovely Bedroom with all amenities.,2.0,$14,111 Reviews,Identity verified,Dr midrar,Joined in January 2022,1.0,Dr MIDRAR,Private room,https://www.airbnb.com/rooms/54381582
"Lahore, Punjab, Pakistan",No,Fine place to live in.,3.0,$16,0 Reviews,Identity verified,Khan,Joined in August 2018,0.0,Khan,Shared room,https://www.airbnb.com/rooms/27590789
"Islamabad, Islamabad Capital Territory, Pakistan",No,Five Star  Cozy Room Near ISLAMABAD HIGHWAY,2.0,$57,0 Reviews,Identity not verified,Nasir,Joined in October 2017,0.0,Nasir,Private room,https://www.airbnb.com/rooms/42193747
"Islamabad, Islamabad Capital Territory, Pakistan",Yes,Flamingo Executive Apartments,5.0,$68,128 Reviews,Identity verified,Assad,Joined in October 2015,0.97,Assad,Entire place,https://www.airbnb.com/rooms/53180939
"Karachi, Sindh, Pakistan",No,For family is best house my family is uper portion,4.0,$23,1 Review,Identity verified,Aamir,Joined in September 2021,1.0,Aamir,Entire place,https://www.airbnb.com/rooms/52333960
"Karachi, Sindh, Pakistan",No,For likeminded people,2.0,$29,0 Reviews,Identity verified,Masroor,Joined in April 2019,0.0,Masroor,Private room,https://www.airbnb.com/rooms/42201234
"Lahore, Punjab, Pakistan",No,Fortville Hotel - Stay with Comfort,2.0,$32,0 Reviews,Identity not verified,Fortville,Joined in September 2019,0.0,Fortville,Private room,https://www.airbnb.com/rooms/39170390
"Lahore, Punjab, Pakistan",No,Four Bedroom all with full attached baths,8.0,$43,2 Reviews,Identity not verified,Nusrat,Joined in July 2015,1.0,Nusrat,Private room,https://www.airbnb.com/rooms/24554590
"Islamabad, Islamabad Capital Territory, Pakistan",No,Fourtune residency,2.0,$74,0 Reviews,Identity not verified,Shabir,Joined in February 2019,0.0,Shabir,Entire place,https://www.airbnb.com/rooms/32207188
"Islamabad, Islamabad Capital Territory, Pakistan",No,Freddy's Luxury One-Bedroom Apartment with Terrace,2.0,$54,30 Reviews,Identity verified,Ahmed,Joined in July 2021,0.9,Ahmed,Private room,https://www.airbnb.com/rooms/52510000
"Lahore, Punjab, Pakistan",No,"Free Wifi 
Free indoor Parking 
Near Main Market",16.0,$25,0 Reviews,Identity verified,Hotel,Joined in July 2021,0.0,Hotel,Private room,https://www.airbnb.com/rooms/50844887
"Lahore, Punjab, Pakistan",No,Fresh room with single bed and attach bathroom,2.0,$57,0 Reviews,Identity not verified,Mian,Joined in July 2019,0.0,Mian,Private room,https://www.airbnb.com/rooms/37270522
"Karachi, Sindh, Pakistan",No,Friendly Host offers a Private Room,2.0,$19,0 Reviews,Identity not verified,Agha,Joined in October 2017,0.0,Agha,Private room,https://www.airbnb.com/rooms/43772039
"Islamabad, Islamabad Capital Territory, Pakistan",No,full deccorated 2bed room appartment,6.0,$88,0 Reviews,Identity verified,Fawad,Joined in October 2021,0.0,Fawad,Entire place,https://www.airbnb.com/rooms/52573379
"Lahore, Punjab, Pakistan",No,Full Luxury 2 beds Apartment Bahria town Lahore,4.0,$38,0 Reviews,Identity not verified,Khalid,Joined in February 2021,1.0,Khalid,Entire place,https://www.airbnb.com/rooms/48076031
"Islamabad, Islamabad Capital Territory, Pakistan",No,Fully Furnished 2 Bed Apartment,2.0,$80,0 Reviews,Identity not verified,Nazeer,Joined in May 2019,0.0,Nazeer,Entire place,https://www.airbnb.com/rooms/34365113
"Islamabad, Islamabad Capital Territory, Pakistan",No,Fully Furnished 3 Bed Apartment with massage chair,8.0,$46,0 Reviews,Identity verified,Ammar,Joined in July 2015,0.86,Ammar,Entire place,https://www.airbnb.com/rooms/7538555
"Lahore, Punjab, Pakistan",No,Fully Furnished 5 Marla Lower Portion,2.0,$41,0 Reviews,Identity verified,Bin ghafoor,Joined in January 2020,0.0,Bin Ghafoor,Entire place,https://www.airbnb.com/rooms/41316162
"Rawalpindi, Punjab, Pakistan",No,Fully furnished Affordable 3 bedroom portion,4.0,$57,0 Reviews,Identity verified,Muhammad,Joined in December 2021,0.0,Muhammad,Entire place,https://www.airbnb.com/rooms/53670740
"Karachi, Sindh, Pakistan",No,Fully Furnished Apartment In Bukhari Commercial,6.0,$56,0 Reviews,Identity not verified,Hasan,Joined in August 2018,0.75,Hasan,Entire place,https://www.airbnb.com/rooms/46309705
"Islamabad, Islamabad Capital Territory, Pakistan",No,Fully Furnished Bahria 2 bed Apartment,4.0,$68,2 Reviews,Identity not verified,Abdul,Joined in July 2017,0.0,Abdul,Entire place,https://www.airbnb.com/rooms/23305015
"Lahore, Punjab, Pakistan",No,Fully Furnished Brand New apartment Available,4.0,$46,0 Reviews,Identity verified,Faraz,Joined in January 2021,0.0,Faraz,Entire place,https://www.airbnb.com/rooms/47501884
"Lahore, Punjab, Pakistan",No,Fully furnished Luxury Studio Bedroom available,2.0,$23,0 Reviews,Identity verified,Ch usman,Joined in April 2020,0.0,Ch Usman,Entire place,https://www.airbnb.com/rooms/43768424
"Karachi, Sindh, Pakistan",No,Fully furnished master bedrooms available for rent,1.0,$43,0 Reviews,Identity not verified,Muzammil,Joined in December 2021,0.0,Muzammil,Private room,https://www.airbnb.com/rooms/53839716
"Islamabad, Islamabad Capital Territory, Pakistan",No,Fully Furnished Place available,6.0,$57,0 Reviews,Identity verified,Amna,Joined in October 2021,0.0,Amna,Private room,https://www.airbnb.com/rooms/52959468
"Karachi, Sindh, Pakistan",No,Fully furnished Rooms in defence dha Karachi daily,2.0,$44,0 Reviews,Identity not verified,Furqan,Joined in May 2019,0.0,Furqan,Private room,https://www.airbnb.com/rooms/34538230
"Lahore, Punjab, Pakistan",No,Fully renovated one bedroom portion in model town,2.0,$34,0 Reviews,Identity not verified,Maryam,Joined in August 2020,0.0,Maryam,Entire place,https://www.airbnb.com/rooms/52591093
"Islamabad, Islamabad Capital Territory, Pakistan",No,Fun & Adventure for families and groups,16.0,$29,0 Reviews,Identity not verified,Tariq,Joined in August 2020,0.0,Tariq,Private room,https://www.airbnb.com/rooms/45184796
"Lahore, Punjab, Pakistan",No,Furnished & Affordable Rooms For Rent,2.0,$10,0 Reviews,Identity verified,Sufian,Joined in August 2018,0.25,Sufian,Private room,https://www.airbnb.com/rooms/40110771
"Lahore, Punjab, Pakistan",No,Furnished & self catering accommodation for family,3.0,$22,0 Reviews,Identity not verified,Imran,Joined in March 2018,0.0,Imran,Entire place,https://www.airbnb.com/rooms/26702830
"Lahore, Punjab, Pakistan",No,Furnished 1 Bedroom Apartment,2.0,$38,2 Reviews,Identity verified,Bilal,Joined in December 2020,1.0,Bilal,Entire place,https://www.airbnb.com/rooms/47555492
"Islamabad, Islamabad Capital Territory, Pakistan",No,Furnished 2 bed upper portion in Bahria Town,4.0,$51,2 Reviews,Identity verified,Tariq,Joined in March 2018,0.0,Tariq,Entire place,https://www.airbnb.com/rooms/23738606
"Lahore, Punjab, Pakistan",No,Furnished Apartment for rent on daily and weekly,4.0,$46,0 Reviews,Identity not verified,Chaudhary,Joined in November 2020,0.0,Chaudhary,Entire place,https://www.airbnb.com/rooms/46580016
"Lahore, Punjab, Pakistan",No,Furnished Apartment for Stay - Free Amenities,4.0,$39,0 Reviews,Identity not verified,Muhammad,Joined in December 2021,0.0,Muhammad,Entire place,https://www.airbnb.com/rooms/53838571
"Karachi, Sindh, Pakistan",No,Furnished Apartment in Karachi's Posh Area DHA-6,4.0,$68,0 Reviews,Identity verified,Usman,Joined in March 2021,0.0,Usman,Entire place,https://www.airbnb.com/rooms/48779353
"Lahore, Punjab, Pakistan",No,Furnished Apartments,4.0,$51,2 Reviews,Identity verified,Bilal,Joined in December 2020,1.0,Bilal,Entire place,https://www.airbnb.com/rooms/47386272
"Karachi, Sindh, Pakistan",No,Furnished appartment for Rent:,4.0,$23,0 Reviews,Identity verified,Mubashir,Joined in September 2019,0.7,Mubashir,Entire place,https://www.airbnb.com/rooms/47592495
